"letra","CAUSA","A","NombreAfec","LSex","LInf","LSup","Triv","errad","Nin","Ninmtobs","No_CBD","No_Aph","FETAL","capitulo","Lista1","Grupo1","Lista5","ACTUALIZAC","year_modif","prinmorta","prinmorbi","lm_morbi","lm_morta","lgbd165","lOMSBeck","lgbd190","NotDiaria","NotSemanal","SistemaEspecial","birmm","poco_util","epi_morta","epi_morta_m5","Causes","CATEGORIA","CATCOD","NV0","NV1"
"A","A528","F","Sífilis tardía, latente","F","002A","120A","F","F","F","F","F","F","F","01","013","001","021","F","F","016","016"," 04C"," 04C","5","88","5","F","T","F","F","5","F","F","T","AC","20","3","10"
"A","A529","F","Sífilis tardía, no especificada","F","002A","120A","F","F","F","F","F","F","F","01","013","001","021","F","F","016","016"," 04C"," 04C","5","88","5","F","T","F","F","5","F","F","T","AC","20","3","10"
"A","A53","F","Otras sífilis y las no especificadas","F","002A","120A","F","F","F","F","F","F","F","01","013","001","021","F","F","016","016","F","F","F","88",,"F","T","F","F","5","F","F","T","AC","20","3","10"
"A","A530","F","Sífilis latente, no especificada como precoz o tardía","F","002A","120A","T","F","F","F","F","F","F","01","013","001","021","F","F","016","016"," 04C"," 04C","5","88","5","F","T","F","F","5","F","F","T","AC","20","3","10"
"A","A539","F","Sífilis, no especificada","F","002A","120A","F","F","F","F","F","F","F","01","013","001","021","F","F","016","016"," 04C"," 04C","5","88","5","F","T","F","F","5","F","F","T","AC","20","3","10"
"A","A95","F","Fiebre amarilla","F","F","F","F","T","T","F","F","F","F","01","016","001","031","F","F","034","034","F","F","F","3",,"F","T","F","F","5","F","F","F","OVPD","02","1","2"
"B","B05","F","Sarampión","F","F","F","F","F","T","F","F","F","F","01","018","001","035","F","F","032","032","F","F","F","4",,"F","T","T","F","5","F","F","F","OVPD","02","1","2"
"B","B06","F","Rubéola [sarampión alemán]","F","028D","120A","F","F","T","F","F","F","F","01","025","001","036","F","F","033","033","F","F","F","4",,"F","T","T","F","5","F","F","F","OVPD","02","1","2"
"B","B16","F","Hepatitis aguda tipo B","F","F","F","F","F","F","F","F","F","F","01","019","001","037","F","F","039","039","F","F","F","4",,"F","T","F","F","5","F","F","F","OVPD","02","1","2"
"B","B26","F","Parotiditis infecciosa","F","F","F","F","F","F","F","F","F","F","01","025","001","040","F","F","044","044","F","F","F","4",,"F","T","F","F","5","F","F","F","OVPD","02","1","2"
"B","B50","F","Paludismo [malaria] debido a Plasmodium falciparum","F","F","F","F","F","T","F","F","F","F","01","021","001","043","F","F","046","046","F","F","F","3",,"F","T","T","F","5","F","F","T","AC","20","3","10"
"B","B500","F","Paludismo debido a Plasmodium falciparum con complicaciones cerebrales","F","F","F","F","F","T","F","F","F","F","01","021","001","043","F","F","046","046"," 07D"," 07D","22","3","22","F","T","T","F","5","T","F","T","AC","20","3","10"
"B","B508","F","Otro paludismo grave y complicado debido a Plasmodium falciparum","F","F","F","F","F","T","F","F","F","F","01","021","001","043","F","F","046","046"," 07D"," 07D","22","3","22","F","T","T","F","5","T","F","T","AC","20","3","10"
"B","B509","F","Paludismo debido a Plasmodium falciparum, sin otra especificación","F","F","F","F","F","T","F","F","F","F","01","021","001","043","F","F","046","046"," 07D"," 07D","22","3","22","F","T","T","F","5","T","F","T","AC","20","3","10"
"B","B51","F","Paludismo [malaria] debido a Plasmodium vivax","F","F","F","F","F","F","F","F","F","F","01","021","001","043","F","F","046","046","F","F","F","3",,"F","T","T","F","5","F","F","T","AC","20","3","10"
"B","B510","F","Paludismo debido a Plasmodium vivax con ruptura esplénica","F","F","F","F","F","F","F","F","F","F","01","021","001","043","F","F","046","046"," 07D"," 07D","22","3","22","F","T","T","F","5","T","F","T","AC","20","3","10"
"B","B518","F","Paludismo debido a Plasmodium vivax con otras complicaciones","F","F","F","F","F","F","F","F","F","F","01","021","001","043","F","F","046","046"," 07D"," 07D","22","3","22","F","T","T","F","5","T","F","T","AC","20","3","10"
"B","B519","F","Paludismo debido a Plasmodium vivax, sin complicaciones","F","F","F","F","F","F","F","F","F","F","01","021","001","043","F","F","046","046"," 07D"," 07D","22","3","22","F","T","T","F","5","T","F","T","AC","20","3","10"
"B","B52","F","Paludismo [malaria] debido a Plasmodium malariae","F","F","F","F","F","F","F","F","F","F","01","021","001","043","F","F","046","046","F","F","F","3",,"F","F","F","F","5","F","F","T","AC","20","3","10"
"B","B520","F","Paludismo debido a Plasmodium malariae con nefropatía","F","F","F","F","F","F","F","F","F","F","01","021","001","043","F","F","046","046"," 07D"," 07D","22","3","22","F","F","F","F","5","T","F","T","AC","20","3","10"
"B","B528","F","Paludismo debido a Plasmodium malariae con otras complicaciones","F","F","F","F","F","F","F","F","F","F","01","021","001","043","F","F","046","046"," 07D"," 07D","22","3","22","F","F","F","F","5","T","F","T","AC","20","3","10"
"B","B529","F","Paludismo debido a Plasmodium malariae, sin complicaciones","F","F","F","F","F","F","F","F","F","F","01","021","001","043","F","F","046","046"," 07D"," 07D","22","3","22","F","F","F","F","5","T","F","T","AC","20","3","10"
"B","B53","F","Otro paludismo [malaria] confirmado parasitológicamente","F","F","F","F","F","F","F","F","F","F","01","021","001","043","F","F","046","046","F","F","F","3",,"F","F","F","F","5","F","F","T","AC","20","3","10"
"B","B530","F","Paludismo debido a Plasmodium ovale","F","F","F","F","F","F","F","F","F","F","01","021","001","043","F","F","046","046"," 07D"," 07D","22","3","22","F","F","F","F","5","T","F","T","AC","20","3","10"
"B","B531","F","Paludismo debido a plasmodios de los simios","F","F","F","F","F","F","F","F","F","F","01","021","001","043","F","F","046","046"," 07D"," 07D","22","3","22","F","F","F","F","5","T","F","T","AC","20","3","10"
"B","B538","F","Otro paludismo confirmado parasitológicamente, no clasificado en otra parte","F","F","F","F","F","F","F","F","F","F","01","021","001","043","F","F","046","046"," 07D"," 07D","22","3","22","F","F","F","F","5","T","F","T","AC","20","3","10"
"B","B54X","F","Paludismo [malaria] no especificado","F","F","F","F","F","F","F","F","F","F","01","021","001","043","F","F","046","046"," 07D"," 07D","22","3","22","F","F","F","F","5","T","F","T","AC","20","3","10"
"B","B77","F","Ascariasis","F","F","F","F","F","F","F","F","F","F","01","025","001","053","F","F","999","999","F","F","F","88",,"F","T","F","F","5","F","F","T","AC","20","3","10"
"B","B770","F","Ascariasis con complicaciones intestinales","F","F","F","F","F","F","F","F","F","F","01","025","001","053","F","F","999","999"," 05K"," 05K","34","88","34","F","T","F","F","5","F","T","T","AC","20","3","10"
"B","B778","F","Ascariasis con otras complicaciones","F","F","F","F","F","F","F","F","F","F","01","025","001","053","F","F","999","999"," 05K"," 05K","34","88","34","F","T","F","F","5","F","T","T","AC","20","3","10"
"B","B779","F","Ascariasis, no especificada","F","F","F","F","F","F","F","F","F","F","01","025","001","053","F","F","999","999"," 05K"," 05K","34","88","34","F","T","F","F","5","F","T","T","AC","20","3","10"
"D","D50","F","Anemias por deficiencia de hierro","F","F","F","F","F","F","F","F","F","F","03","049","048","097","F","F","058","058","F","F","F","27",,"F","F","F","F","5","F","F","T","AN","05","2","3"
"D","D500","F","Anemia por deficiencia de hierro secundaria a pérdida de sangre (crónica)","F","F","F","F","F","F","F","F","F","F","03","049","048","097","F","F","058","058"," 19A"," 19A","58","27","58","F","F","F","T","5","F","F","T","AN","05","2","3"
"D","D501","F","Disfagia sideropénica","F","F","F","F","F","F","F","F","F","F","03","049","048","097","F","F","058","058"," 19A"," 19A","58","27","58","F","F","F","T","5","F","F","T","AN","05","2","3"
"D","D508","F","Otras anemias por deficiencia de hierro","F","F","F","F","F","F","F","F","F","F","03","049","048","097","F","F","058","058"," 19A"," 19A","58","27","58","F","F","F","T","5","F","F","T","AN","05","2","3"
"D","D509","F","Anemia por deficiencia de hierro sin otra especificación","F","F","F","F","F","F","F","F","F","F","03","049","048","097","F","F","058","058"," 19A"," 19A","58","27","58","F","F","F","T","5","F","F","T","AN","05","2","3"
"E","E10","F","Diabetes mellitus tipo 1","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061","F","F","F","26",,"F","T","F","F","5","F","F","F","DC","03","2","1"
"E","E100","F","Diabetes mellitus tipo 1, con coma","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","T","DC","03","2","1"
"E","E101","F","Diabetes mellitus tipo 1, con cetoacidosis","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","T","DC","03","2","1"
"E","E102","F","Diabetes mellitus tipo 1, con complicaciones renales","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","F","DC","03","2","1"
"E","E103","F","Diabetes mellitus tipo 1, con complicaciones oftálmicas","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","T","DC","03","2","1"
"E","E104","F","Diabetes mellitus tipo 1, con complicaciones neurológicas","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","T","DC","03","2","1"
"E","E105","F","Diabetes mellitus tipo 1, con complicaciones circulatorias periféricas","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","T","DC","03","2","1"
"E","E106","F","Diabetes mellitus tipo 1, con otras complicaciones especificadas","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","F","DC","03","2","1"
"E","E107","F","Diabetes mellitus tipo 1, con complicaciones múltiples","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","F","DC","03","2","1"
"E","E108","F","Diabetes mellitus tipo 1, con complicaciones no especificadas","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","F","DC","03","2","1"
"E","E109","F","Diabetes mellitus tipo 1, sin mención de complicación","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","T","DC","03","2","1"
"E","E11","F","Diabetes mellitus tipo 2","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061","F","F","F","26",,"F","T","F","F","5","F","F","F","DC","03","2","1"
"E","E110","F","Diabetes mellitus tipo 2, con coma","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","T","DC","03","2","1"
"E","E111","F","Diabetes mellitus tipo 2, con cetoacidosis","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","T","DC","03","2","1"
"E","E112","F","Diabetes mellitus tipo 2, con complicaciones renales","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","F","DC","03","2","1"
"E","E113","F","Diabetes mellitus tipo 2, con complicaciones oftálmicas","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","T","DC","03","2","1"
"E","E114","F","Diabetes mellitus tipo 2, con complicaciones neurológicas","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","T","DC","03","2","1"
"E","E115","F","Diabetes mellitus tipo 2, con complicaciones circulatorias periféricas","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","T","DC","03","2","1"
"E","E116","F","Diabetes mellitus tipo 2, con otras complicaciones especificadas","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","F","DC","03","2","1"
"E","E117","F","Diabetes mellitus tipo 2, con complicaciones múltiples","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","F","DC","03","2","1"
"E","E118","F","Diabetes mellitus tipo 2, con complicaciones no especificadas","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","F","DC","03","2","1"
"E","E119","F","Diabetes mellitus tipo 2, sin mención de complicación","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","T","DC","03","2","1"
"E","E12","F","Diabetes mellitus asociada con desnutrición","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061","F","F","F","26",,"F","T","F","F","5","F","F","F","DC","03","2","1"
"E","E120","F","Diabetes mellitus asociada con desnutrición, con coma","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","T","DC","03","2","1"
"E","E121","F","Diabetes mellitus asociada con desnutrición, con cetoacidosis","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","T","DC","03","2","1"
"E","E122","F","Diabetes mellitus asociada con desnutrición, con complicaciones renales","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","F","DC","03","2","1"
"E","E123","F","Diabetes mellitus asociada con desnutrición, con complicaciones oftálmicas","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","T","DC","03","2","1"
"E","E124","F","Diabetes mellitus asociada con desnutrición, con complicaciones neurológicas","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","T","DC","03","2","1"
"E","E126","F","Diabetes mellitus asociada con desnutrición, con otras complicaciones especificadas","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","F","DC","03","2","1"
"E","E127","F","Diabetes mellitus asociada con desnutrición, con complicaciones múltiples","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","F","DC","03","2","1"
"E","E128","F","Diabetes mellitus asociada con desnutrición, con complicaciones no especificadas","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","F","DC","03","2","1"
"E","E129","F","Diabetes mellitus asociada con desnutrición, sin mención de complicación","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","F","DC","03","2","1"
"E","E13","F","Otras diabetes mellitus especificadas","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061","F","F","F","26",,"F","T","F","F","5","F","F","F","DC","03","2","1"
"E","E130","F","Otras diabetes mellitus especificadas, con coma","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","T","DC","03","2","1"
"E","E131","F","Otras Diabetes mellitus especificadas, con cetoacidosis","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","T","DC","03","2","1"
"E","E132","F","Otras diabetes mellitus especificadas, con complicaciones renales","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","F","DC","03","2","1"
"E","E133","F","Otras diabetes mellitus especificadas, con complicaciones oftálmicas","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","F","DC","03","2","1"
"E","E134","F","Otras diabetes mellitus especificadas, con complicaciones neurológicas","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","T","DC","03","2","1"
"E","E135","F","Otras diabetes mellitus especificadas, con complicaciones circulatorias periféricas","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","T","DC","03","2","1"
"E","E136","F","Otras diabetes mellitus especificadas, con otras complicaciones especificadas","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","F","DC","03","2","1"
"E","E137","F","Otras diabetes mellitus especificadas, con complicaciones múltiples","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","F","DC","03","2","1"
"E","E138","F","Otras diabetes mellitus especificadas, con complicaciones no especificadas","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","F","DC","03","2","1"
"E","E139","F","Otras diabetes mellitus especificadas, sin mención de complicación","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","F","DC","03","2","1"
"E","E14","F","Diabetes mellitus, no especificada","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061","F","F","F","26",,"F","T","F","F","5","F","F","F","DC","03","2","1"
"E","E140","F","Diabetes mellitus no especificada, con coma","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","T","DC","03","2","1"
"E","E141","F","Diabetes mellitus no especificada, con cetoacidosis","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","T","DC","03","2","1"
"E","E142","F","Diabetes mellitus no especificada, con complicaciones renales","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","F","DC","03","2","1"
"E","E143","F","Diabetes mellitus no especificada, con complicaciones oftálmicas","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","T","DC","03","2","1"
"E","E144","F","Diabetes mellitus no especificada, con complicaciones neurológicas","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","T","DC","03","2","1"
"E","E145","F","Diabetes mellitus no especificada, con complicaciones circulatorias periféricas","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","T","DC","03","2","1"
"E","E146","F","Diabetes mellitus no especificada, con otras complicaciones especificadas","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","F","DC","03","2","1"
"E","E147","F","Diabetes mellitus no especificada, con complicaciones múltiples","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","F","DC","03","2","1"
"E","E148","F","Diabetes mellitus no especificada, con complicaciones no especificadas","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","F","DC","03","2","1"
"E","E149","F","Diabetes mellitus no especificada, sin mención de complicación","F","028D","120A","F","F","F","F","F","F","F","04","052","051","104","F","F","061","061"," 20D"," 20D","80","26","80","F","T","F","F","5","F","F","F","DC","03","2","1"
"E","E40X","F","Kwashiorkor","F","F","F","F","F","F","F","F","F","F","04","053","051","105","F","F","066","066"," 21A"," 21A","55","27","55","F","T","F","F","5","F","F","T","NUT","04","2","2"
"E","E41X","F","Marasmo nutricional","F","F","F","F","F","F","F","F","F","F","04","053","051","105","F","F","066","066"," 21B"," 21B","55","27","55","F","T","F","F","5","F","F","T","NUT","04","2","2"
"E","E42X","F","Kwashiorkor marasmático","F","F","F","F","F","F","F","F","F","F","04","053","051","105","F","F","066","066"," 21A"," 21A","55","27","55","F","T","F","F","5","F","F","T","NUT","04","2","2"
"E","E43X","F","Desnutrición proteicocalórica severa, no especificada","F","F","F","F","F","F","F","F","F","F","04","053","051","105","F","F","066","066"," 21C"," 21C","55","27","55","F","T","F","F","5","F","F","T","NUT","04","2","2"
"E","E44","F","Desnutrición proteicocalórica de grado moderado y leve","F","F","F","F","F","F","F","F","F","F","04","053","051","105","F","F","066","066","F","F","F","27",,"F","F","F","F","5","F","F","T","NUT","04","2","2"
"E","E440","F","Desnutrición proteicocalórica moderada","F","F","F","F","F","F","F","F","F","F","04","053","051","105","F","F","066","066"," 21C"," 21C","55","27","55","F","T","F","F","5","F","F","T","NUT","04","2","2"
"E","E441","F","Desnutrición proteicocalórica leve","F","F","F","F","F","F","F","F","F","F","04","053","051","105","F","F","066","066"," 21C"," 21C","55","27","55","F","T","F","F","5","F","F","T","NUT","04","2","2"
"E","E45X","F","Retardo del desarrollo debido a desnutrición proteicocalórica","F","F","F","F","F","F","F","F","F","F","04","053","051","105","F","F","066","066"," 21C"," 21C","55","27","55","F","F","F","F","5","F","F","T","NUT","04","2","2"
"E","E46X","F","Desnutrición proteicocalórica, no especificada","F","F","F","F","F","F","F","F","F","F","04","053","051","105","F","F","066","066"," 21C"," 21C","55","27","55","F","F","F","F","5","F","F","T","NUT","04","2","2"
"E","E50","F","Deficiencia de vitamina A","F","F","F","F","F","F","F","F","F","F","04","054","051","106","F","F","066","066","F","F","F","27",,"F","F","F","F","5","F","F","F","NUT","04","2","2"
"E","E500","F","Deficiencia de vitamina A con xerosis conjuntival","F","F","F","F","F","F","F","F","F","F","04","054","051","106","F","F","066","066"," 21D"," 21D","57","27","57","F","F","F","F","5","F","F","F","NUT","04","2","2"
"E","E501","F","Deficiencia de vitamina A con mancha de Bitot y xerosis conjuntival","F","F","F","F","F","F","F","F","F","F","04","054","051","106","F","F","066","066"," 21D"," 21D","57","27","57","F","F","F","F","5","F","F","F","NUT","04","2","2"
"E","E502","F","Deficiencia de vitamina A con xerosis corneal","F","F","F","F","F","F","F","F","F","F","04","054","051","106","F","F","066","066"," 21D"," 21D","57","27","57","F","F","F","F","5","F","F","F","NUT","04","2","2"
"E","E503","F","Deficiencia de vitamina A con ulceración corneal y xerosis","F","F","F","F","F","F","F","F","F","F","04","054","051","106","F","F","066","066"," 21D"," 21D","57","27","57","F","F","F","F","5","F","F","F","NUT","04","2","2"
"E","E504","F","Deficiencia de vitamina A con queratomalacia","F","F","F","F","F","F","F","F","F","F","04","054","051","106","F","F","066","066"," 21D"," 21D","57","27","57","F","F","F","F","5","F","F","F","NUT","04","2","2"
"E","E505","F","Deficiencia de vitamina A con ceguera nocturna","F","F","F","F","F","F","F","F","F","F","04","054","051","106","F","F","066","066"," 21D"," 21D","57","27","57","F","F","F","F","5","F","F","F","NUT","04","2","2"
"E","E506","F","Deficiencia de vitamina A con cicatrices xeroftálmicas de la córnea","F","F","F","F","F","F","F","F","F","F","04","054","051","106","F","F","066","066"," 21D"," 21D","57","27","57","F","F","F","F","5","F","F","F","NUT","04","2","2"
"E","E507","F","Otras manifestaciones oculares de deficiencia de vitamina A","F","F","F","F","F","F","F","F","F","F","04","054","051","106","F","F","066","066"," 21D"," 21D","57","27","57","F","F","F","F","5","F","F","F","NUT","04","2","2"
"E","E508","F","Otras manifestaciones de deficiencia de vitamina A","F","F","F","F","F","F","F","F","F","F","04","054","051","106","F","F","066","066"," 21D"," 21D","57","27","57","F","F","F","F","5","F","F","F","NUT","04","2","2"
"E","E509","F","Deficiencia de vitamina A, no especificada","F","F","F","F","F","F","F","F","F","F","04","054","051","106","F","F","066","066"," 21D"," 21D","57","27","57","F","F","F","F","5","F","F","F","NUT","04","2","2"
"E","E51","F","Deficiencia de tiamina","F","F","F","F","F","F","F","F","F","F","04","054","051","107","F","F","066","066","F","F","F","27",,"F","F","F","F","5","F","F","F","NUT","04","2","2"
"E","E511","F","Beriberi","F","F","F","F","F","F","F","F","F","F","04","054","051","107","F","F","066","066"," 21E"," 21E","59","27","59","F","F","F","F","5","F","F","F","NUT","04","2","2"
"E","E512","F","Encefalopatía de Wernicke","F","F","F","F","F","F","F","F","F","F","04","054","051","107","F","F","066","066"," 21E"," 21E","59","27","59","F","F","F","F","5","F","F","F","NUT","04","2","2"
"E","E518","F","Otras manifestaciones de la deficiencia de tiamina","F","F","F","F","F","F","F","F","F","F","04","054","051","107","F","F","066","066"," 21E"," 21E","59","27","59","F","F","F","F","5","F","F","F","NUT","04","2","2"
"E","E519","F","Deficiencia de tiamina, no especificada","F","F","F","F","F","F","F","F","F","F","04","054","051","107","F","F","066","066"," 21E"," 21E","59","27","59","F","F","F","F","5","F","F","F","NUT","04","2","2"
"E","E52X","F","Deficiencia de niacina [pelagra]","F","F","F","F","F","F","F","F","F","F","04","054","051","107","F","F","066","066"," 21E"," 21E","59","27","59","F","F","F","F","5","F","F","F","NUT","04","2","2"
"E","E53","F","Deficiencias de otras vitaminas del grupo B","F","F","F","F","F","F","F","F","F","F","04","054","051","107","F","F","066","066","F","F","F","27",,"F","F","F","F","5","F","F","F","NUT","04","2","2"
"E","E530","F","Deficiencia de riboflavina","F","F","F","F","F","F","F","F","F","F","04","054","051","107","F","F","066","066"," 21E"," 21E","59","27","59","F","F","F","F","5","F","F","F","NUT","04","2","2"
"E","E531","F","Deficiencia de piridoxina","F","F","F","F","F","F","F","F","F","F","04","054","051","107","F","F","066","066"," 21E"," 21E","59","27","59","F","F","F","F","5","F","F","F","NUT","04","2","2"
"E","E538","F","Deficiencia de otras vitaminas del grupo B","F","F","F","F","F","F","F","F","F","F","04","054","051","107","F","F","066","066"," 21E"," 21E","59","27","59","F","F","F","F","5","F","F","F","NUT","04","2","2"
"E","E539","F","Deficiencia de vitamina B, no especificada","F","F","F","F","F","F","F","F","F","F","04","054","051","107","F","F","066","066"," 21E"," 21E","59","27","59","F","F","F","F","5","F","F","F","NUT","04","2","2"
"E","E54X","F","Deficiencia de ácido ascórbico","F","F","F","F","F","F","F","F","F","F","04","054","051","107","F","F","066","066"," 21E"," 21E","59","27","59","F","F","F","F","5","F","F","F","NUT","04","2","2"
"E","E55","F","Deficiencia de vitamina D","F","F","F","F","F","F","F","F","F","F","04","054","051","107","F","F","066","066","F","F","F","27",,"F","F","F","F","5","F","F","F","NUT","04","2","2"
"E","E550","F","Raquitismo activo","F","F","F","F","F","F","F","F","F","F","04","054","051","107","F","F","066","066"," 21E"," 21E","59","27","59","F","F","F","F","5","F","F","F","NUT","04","2","2"
"E","E559","F","Deficiencia de vitamina D, no especificada","F","F","F","F","F","F","F","F","F","F","04","054","051","107","F","F","066","066"," 21E"," 21E","59","27","59","F","F","F","F","5","F","F","F","NUT","04","2","2"
"E","E56","F","Otras deficiencias de vitaminas","F","F","F","F","F","F","F","F","F","F","04","054","051","107","F","F","066","066","F","F","F","27",,"F","F","F","F","5","F","F","F","NUT","04","2","2"
"E","E560","F","Deficiencia de vitamina E","F","F","F","F","F","F","F","F","F","F","04","054","051","107","F","F","066","066"," 21E"," 21E","59","27","59","F","F","F","F","5","F","F","F","NUT","04","2","2"
